Total words: 125257
word:  frequency: 468
word: brittle frequency: 1
word: encouraging frequency: 4
word: easterday frequency: 1
word: benefit frequency: 5
word: consulted frequency: 2
word: york frequency: 1
word: chose frequency: 16
word: shyness frequency: 2
word: consisted frequency: 2
word: compared frequency: 4
word: variance frequency: 1
word: officers frequency: 31
word: arguments frequency: 5
word: worthlessness frequency: 1
word: singled frequency: 2
word: improvements frequency: 1
word: console frequency: 9
word: apply frequency: 4
word: construed frequency: 1
word: divided frequency: 4
word: pay frequency: 12
word: afford frequency: 7
word: necessarily frequency: 4
word: vanish frequency: 1
word: stole frequency: 1
word: so frequency: 590
word: inheriting frequency: 2
word: governed frequency: 2
word: relieve frequency: 2
word: winter frequency: 15
word: congratulations frequency: 12
word: impenetrably frequency: 1
word: path frequency: 4
word: derivative frequency: 3
word: expenses frequency: 5
word: evenings frequency: 4
word: bottle frequency: 2
word: says frequency: 15
word: acute frequency: 2
word: compliments frequency: 11
word: accede frequency: 1
word: off frequency: 62
word: receiving frequency: 21
word: features frequency: 8
word: impression frequency: 7
word: scandalous frequency: 3
word: leave frequency: 61
word: forfeit frequency: 1
word: puddles frequency: 1
word: heretofore frequency: 1
word: directly frequency: 23
word: suspicion frequency: 9
word: curiosities frequency: 1
word: newcomers frequency: 1
word: indecorum frequency: 1
word: section frequency: 7
word: rate frequency: 5
word: lawn frequency: 5
word: policy frequency: 1
word: please frequency: 17
word: pleased frequency: 39
word: humility frequency: 5
word: injunctions frequency: 1
word: lieutenant frequency: 1
word: fond frequency: 16
word: symptoms frequency: 2
word: connect frequency: 2
word: 2001 frequency: 1
word: attention frequency: 68
word: choose frequency: 20
word: kympton frequency: 1
word: dislikes frequency: 1
word: struck frequency: 14
word: penitent frequency: 1
word: preserve frequency: 5
word: wishedfor frequency: 2
word: trespass frequency: 2
word: miniatures frequency: 3
word: falls frequency: 2
word: hitherto frequency: 2
word: mistaken frequency: 21
word: friend frequency: 112
word: signal frequency: 2
word: rushed frequency: 1
word: survived frequency: 1
word: finished frequency: 10
word: backwards frequency: 1
word: particular frequency: 30
word: provisions frequency: 1
word: sell frequency: 1
word: discomposure frequency: 3
word: improve frequency: 3
word: invalidity frequency: 1
word: seems frequency: 22
word: ut frequency: 1
word: caused frequency: 1
word: portraits frequency: 2
word: rightly frequency: 2
word: harp frequency: 1
word: representing frequency: 2
word: recollecting frequency: 5
word: uproar frequency: 1
word: nicely frequency: 1
word: hire frequency: 1
word: corroborated frequency: 1
word: tender frequency: 4
word: gown frequency: 7
word: ten frequency: 33
word: accurate frequency: 1
word: loved frequency: 10
word: sparkled frequency: 2
word: whichever frequency: 2
word: benefits frequency: 1
word: agreeable frequency: 44
word: la frequency: 3
word: accent frequency: 4
word: teeth frequency: 1
word: netting frequency: 1
word: 60 frequency: 2
word: deficiency frequency: 2
word: misfortune frequency: 9
word: attorney frequency: 3
word: missing frequency: 1
word: gretna frequency: 2
word: roused frequency: 6
word: joy frequency: 12
word: waived frequency: 1
word: pen frequency: 3
word: reverie frequency: 1
word: deciding frequency: 1
word: missed frequency: 3
word: look frequency: 57
word: desperation frequency: 1
word: pleasanter frequency: 2
word: proverb frequency: 1
word: hardest frequency: 1
word: swelling frequency: 1
word: shine frequency: 1
word: unembarrassed frequency: 2
word: often frequency: 90
word: roasted frequency: 1
word: abundantly frequency: 3
word: controverted frequency: 1
word: perfect frequency: 17
word: fast frequency: 8
word: bracelets frequency: 1
word: looking frequency: 29
word: inspired frequency: 2
word: united frequency: 17
word: distractedly frequency: 1
word: nasty frequency: 1
word: unfit frequency: 2
word: have frequency: 847
word: inns frequency: 1
word: assented frequency: 2
word: gentle frequency: 5
word: preceding frequency: 4
word: stockings frequency: 1
word: principle frequency: 5
word: visible frequency: 5
word: selfimposed frequency: 1
word: extort frequency: 1
word: nuptials frequency: 3
word: former frequency: 39
word: comply frequency: 9
word: conscious frequency: 3
word: creatures frequency: 1
word: proprietor frequency: 3
word: started frequency: 4
word: elsewhere frequency: 5
word: help frequency: 44
word: untidy frequency: 1
word: comforted frequency: 1
word: inflicted frequency: 1
word: nowadays frequency: 1
word: lakes frequency: 6
word: possessing frequency: 1
word: resolutely frequency: 3
word: annesley frequency: 3
word: jumps frequency: 1
word: condole frequency: 2
word: histories frequency: 1
word: injuring frequency: 1
word: fainter frequency: 2
word: examination frequency: 3
word: pictures frequency: 1
word: affliction frequency: 1
word: answerable frequency: 2
word: joyfully frequency: 1
word: occasionally frequency: 12
word: exclude frequency: 1
word: displaying frequency: 6
word: chaise frequency: 11
word: acknowledgment frequency: 3
word: proposals frequency: 9
word: blameable frequency: 1
word: paining frequency: 1
word: obsolete frequency: 1
word: storing frequency: 1
word: flutterings frequency: 1
word: polite frequency: 5
word: throw frequency: 8
word: loudly frequency: 2
word: essential frequency: 2
word: though frequency: 226
word: m frequency: 1
word: appeals frequency: 1
word: graces frequency: 1
word: unaware frequency: 1
word: whathisname frequency: 1
word: breakfasted frequency: 1
word: connivance frequency: 1
word: affectation frequency: 3
word: affability frequency: 4
word: probable frequency: 12
word: maternal frequency: 2
word: reproach frequency: 6
word: venison frequency: 1
word: businesspglaforg frequency: 1
word: netherfield frequency: 73
word: deliberated frequency: 1
word: amazed frequency: 5
word: lamenting frequency: 1
word: line frequency: 8
word: unimportant frequency: 1
word: acquaint frequency: 2
word: own frequency: 183
word: spots frequency: 2
word: stiffly frequency: 1
word: quieter frequency: 1
word: illbreeding frequency: 1
word: alike frequency: 2
word: grandeur frequency: 4
word: sufficiently frequency: 5
word: defective frequency: 4
word: astonish frequency: 2
word: parents frequency: 7
word: revive frequency: 1
word: looks frequency: 12
word: phrase frequency: 4
word: maria frequency: 20
word: muslin frequency: 3
word: caution frequency: 3
word: nearest frequency: 5
word: panting frequency: 1
word: accordingly frequency: 6
word: viewing frequency: 4
word: sharing frequency: 3
word: preceded frequency: 1
word: despising frequency: 2
word: mindful frequency: 1
word: buy frequency: 4
word: interrupting frequency: 2
word: mistook frequency: 1
word: pleasing frequency: 22
word: furniture frequency: 10
word: exceedingly frequency: 26
word: desired frequency: 6
word: favours frequency: 2
word: repose frequency: 1
word: studying frequency: 4
word: sure frequency: 102
word: attempt frequency: 21
word: problem frequency: 1
word: delighted frequency: 23
word: guilty frequency: 2
word: proud frequency: 22
word: few frequency: 72
word: negative frequency: 3
word: sharp frequency: 2
word: computers frequency: 2
word: stays frequency: 1
word: safe frequency: 8
word: worn frequency: 2
word: plan frequency: 13
word: congratulatory frequency: 1
word: 20 frequency: 2
word: unsuspicious frequency: 1
word: pride frequency: 50
word: enduring frequency: 1
word: brotherinlaw frequency: 4
word: leavetaking frequency: 1
word: horrid frequency: 3
word: broke frequency: 2
word: candour frequency: 3
word: blow frequency: 1
word: vices frequency: 1
word: accompanied frequency: 6
word: managed frequency: 1
word: recalled frequency: 2
word: constancy frequency: 1
word: drawingroom frequency: 17
word: disturbance frequency: 1
word: entered frequency: 36
word: noise frequency: 3
word: smile frequency: 29
word: liked frequency: 27
word: deprive frequency: 1
word: saw frequency: 103
word: diligence frequency: 1
word: diffused frequency: 1
word: destitute frequency: 1
word: source frequency: 6
word: seeming frequency: 3
word: horseback frequency: 2
word: occupied frequency: 6
word: begging frequency: 2
word: monosyllable frequency: 1
word: avail frequency: 1
word: affirmative frequency: 2
word: trouble frequency: 21
word: nicholls frequency: 2
word: gowns frequency: 2
word: plenty frequency: 1
word: lodgings frequency: 5
word: awkward frequency: 10
word: dwell frequency: 2
word: fatigued frequency: 4
word: binary frequency: 1
word: finances frequency: 1
word: second frequency: 26
word: faultless frequency: 1
word: walk frequency: 51
word: clamorous frequency: 1
word: opening frequency: 13
word: harshly frequency: 1
word: news frequency: 32
word: mixture frequency: 5
word: dare frequency: 40
word: examining frequency: 4
word: mounting frequency: 1
word: fancy frequency: 19
word: hardships frequency: 1
word: cleanse frequency: 1
word: coppicewood frequency: 1
word: suspected frequency: 9
word: offered frequency: 9
word: reminded frequency: 6
word: fidgety frequency: 1
word: boisterously frequency: 1
word: captivate frequency: 1
word: vanilla frequency: 2
word: indirectly frequency: 1
word: we frequency: 262
word: tanned frequency: 1
word: delighting frequency: 1
word: attentive frequency: 10
word: adhered frequency: 1
word: eluded frequency: 1
word: laugh frequency: 18
word: draughts frequency: 2
word: crowned frequency: 1
word: lessening frequency: 1
word: river frequency: 6
word: say frequency: 160
word: rapidly frequency: 2
word: coolly frequency: 4
word: are frequency: 360
word: complain frequency: 4
word: misrepresented frequency: 2
word: wont frequency: 1
word: happiness frequency: 72
word: physical frequency: 2
word: profligacy frequency: 1
word: grosvenor frequency: 2
word: intrude frequency: 2
word: market frequency: 1
word: poorly frequency: 3
word: instruct frequency: 1
word: scampering frequency: 1
word: exercising frequency: 2
word: irksome frequency: 2
word: stubbornness frequency: 1
word: generations frequency: 3
word: ak frequency: 1
word: sorrow frequency: 4
word: stepping frequency: 1
word: chanced frequency: 1
word: excuse frequency: 16
word: array frequency: 1
word: example frequency: 5
word: meetings frequency: 2
word: stand frequency: 10
word: deceive frequency: 4
word: luckless frequency: 1
word: first frequency: 145
word: dissolved frequency: 1
word: mind frequency: 57
word: alluding frequency: 1
word: heedless frequency: 1
word: healthful frequency: 1
word: confident frequency: 3
word: after frequency: 200
word: gratifying frequency: 6
word: capital frequency: 4
word: afforded frequency: 5
word: imperfection frequency: 1
word: observing frequency: 12
word: confirmed frequency: 4
word: saving frequency: 3
word: conciliate frequency: 1
word: passages frequency: 2
word: really frequency: 88
word: uneasiness frequency: 7
word: naturally frequency: 12
word: gained frequency: 11
word: banished frequency: 3
word: ramsgate frequency: 3
word: abatement frequency: 1
word: latterly frequency: 1
word: interruption frequency: 10
word: whether frequency: 54
word: surveying frequency: 1
word: unconsciously frequency: 3
word: transactions frequency: 2
word: deserves frequency: 4
word: peep frequency: 1
word: disliked frequency: 4
word: run frequency: 11
word: discretion frequency: 5
word: disinclination frequency: 2
word: direction frequency: 10
word: is frequency: 884
word: deter frequency: 1
word: chimneypiece frequency: 1
word: prominently frequency: 2
word: freely frequency: 8
word: speaks frequency: 3
word: provision frequency: 3
word: discussed frequency: 3
word: bottom frequency: 1
word: spacious frequency: 1
word: existence frequency: 3
word: top frequency: 1
word: sept frequency: 1
word: intellectual frequency: 2
word: exuberant frequency: 1
word: illjudged frequency: 4
word: recent frequency: 5
word: unaccountable frequency: 2
word: jot frequency: 1
word: contracted frequency: 3
word: rational frequency: 10
word: deranged frequency: 1
word: vows frequency: 1
word: negligent frequency: 1
word: puffed frequency: 1
word: dirt frequency: 2
word: royalty frequency: 3
word: acquainting frequency: 1
word: persuasions frequency: 1
word: nightcap frequency: 1
word: selfsufficiency frequency: 1
word: support frequency: 11
word: told frequency: 69
word: rough frequency: 1
word: touched frequency: 4
word: increases frequency: 1
word: newest frequency: 1
word: happiest frequency: 10
word: positively frequency: 2
word: argued frequency: 1
word: requesting frequency: 2
word: extremely frequency: 15
word: conjugal frequency: 2
word: slyness frequency: 2
word: evening frequency: 74
word: melan frequency: 1
word: son frequency: 18
word: creating frequency: 4
word: positive frequency: 3
word: secondly frequency: 3
word: exhibit frequency: 1
word: expense frequency: 7
word: expostulation frequency: 1
word: april frequency: 1
word: hesitating frequency: 1
word: forbearing frequency: 1
word: lanes frequency: 1
word: per frequency: 3
word: measure frequency: 5
word: misunderstand frequency: 3
word: halfadozen frequency: 1
word: speeches frequency: 3
word: rises frequency: 1
word: superexcellent frequency: 1
word: sakes frequency: 2
word: animated frequency: 2
word: sheet frequency: 3
word: entailed frequency: 6
word: sentence frequency: 14
word: conceit frequency: 4
word: describing frequency: 2
word: engrossing frequency: 1
word: negligence frequency: 2
word: forget frequency: 17
word: 28 frequency: 1
word: pens frequency: 1
word: prejudices frequency: 2
word: disliking frequency: 1
word: delicious frequency: 1
word: pretending frequency: 3
word: stamp frequency: 1
word: correspondence frequency: 5
word: object frequency: 48
word: instructions frequency: 3
word: arrival frequency: 30
word: commanded frequency: 2
word: murmurs frequency: 1
word: drink frequency: 7
word: undertaking frequency: 1
word: rambled frequency: 1
word: halfhours frequency: 1
word: opinion frequency: 68
word: writes frequency: 1
word: habits frequency: 3
word: commencement frequency: 2
word: lest frequency: 8
word: stationed frequency: 3
word: luckily frequency: 4
word: awed frequency: 2
word: throughout frequency: 4
word: wise frequency: 5
word: refund frequency: 10
word: diversified frequency: 1
word: undoubtedly frequency: 10
word: welfare frequency: 5
word: sportsmen frequency: 1
word: brightest frequency: 2
word: loose frequency: 2
word: bye frequency: 3
word: updated frequency: 1
word: came frequency: 90
word: proprietary frequency: 1
word: failure frequency: 1
word: while frequency: 76
word: reading frequency: 15
word: flow frequency: 4
word: keeps frequency: 3
word: attachments frequency: 1
word: degree frequency: 23
word: resolution frequency: 19
word: arguing frequency: 1
word: obtruded frequency: 2
word: disadvantage frequency: 5
word: summer frequency: 19
word: prey frequency: 2
word: consequent frequency: 1
word: printed frequency: 2
word: misused frequency: 1
word: need frequency: 20
word: interesting frequency: 14
word: speediest frequency: 1
word: untitled frequency: 1
word: give frequency: 126
word: fields frequency: 1
word: justification frequency: 1
word: choice frequency: 15
word: largest frequency: 1
word: disadvantages frequency: 2
word: arose frequency: 5
word: chatsworth frequency: 1
word: handwriting frequency: 1
word: preparing frequency: 6
word: undetermined frequency: 1
word: incredulous frequency: 3
word: likely frequency: 38
word: wounding frequency: 2
word: holding frequency: 2
word: strongly frequency: 7
word: invent frequency: 1
word: houses frequency: 4
word: cheating frequency: 1
word: fetched frequency: 1
word: requested frequency: 2
word: selfdenial frequency: 3
word: disturbed frequency: 2
word: representations frequency: 1
word: dimensions frequency: 1
word: place frequency: 74
word: arrogant frequency: 1
word: leads frequency: 3
word: handsomest frequency: 4
word: 42 frequency: 1
word: scrape frequency: 1
word: patronage frequency: 4
word: recover frequency: 6
word: meryton frequency: 57
word: conditions frequency: 1
word: honour frequency: 42
word: male frequency: 1
word: would frequency: 471
word: 47 frequency: 1
word: will frequency: 418
word: sweet frequency: 6
word: provoke frequency: 5
word: wishes frequency: 34
word: jewel frequency: 1
word: trying frequency: 6
word: sanguine frequency: 2
word: trademark frequency: 10
word: incredulity frequency: 3
word: dose frequency: 1
word: detailed frequency: 1
word: stout frequency: 2
word: polluted frequency: 1
word: despises frequency: 1
word: drawings frequency: 1
word: 1c frequency: 2
word: crying frequency: 2
word: distributor frequency: 1
word: projected frequency: 1
word: plead frequency: 2
word: intentions frequency: 6
word: chances frequency: 1
word: deletions frequency: 1
word: charlotte frequency: 85
word: reconciled frequency: 2
word: regular frequency: 3
word: rapturously frequency: 1
word: bitter frequency: 2
word: men frequency: 33
word: whole frequency: 79
word: become frequency: 9
word: sideglass frequency: 1
word: flowed frequency: 1
word: writing frequency: 15
word: unwelcome frequency: 4
word: tea frequency: 11
word: inspires frequency: 1
word: assertions frequency: 3
word: shameful frequency: 2
word: quest frequency: 7
word: stretch frequency: 2
word: appeal frequency: 2
word: irrevocably frequency: 1
word: wave frequency: 1
word: oxford frequency: 1
word: contrive frequency: 3
word: canvassed frequency: 2
word: fetch frequency: 3
word: acutely frequency: 4
word: noisy frequency: 3
word: suffers frequency: 1
word: selfattracted frequency: 1
word: lose frequency: 11
word: custody frequency: 1
word: mentioning frequency: 7
word: httpwwwpglaforg frequency: 1
word: 1e3 frequency: 1
word: listening frequency: 10
word: middle frequency: 3
word: scorn frequency: 1
word: providing frequency: 5
word: amazement frequency: 10
word: earth frequency: 1
word: absolute frequency: 4
word: talks frequency: 1
word: warranties frequency: 3
word: continued frequency: 51
word: poultry frequency: 3
word: inquiry frequency: 10
word: requisite frequency: 1
word: revolted frequency: 1
word: disagreeably frequency: 1
word: promoting frequency: 2
word: required frequency: 11
word: counted frequency: 1
word: ventured frequency: 7
word: obeisance frequency: 1
word: reluctant frequency: 2
word: hypertext frequency: 1
word: impudence frequency: 3
word: forgetting frequency: 2
word: hatred frequency: 1
word: perseverance frequency: 3
word: attend frequency: 5
word: pause frequency: 18
word: accuracy frequency: 1
word: neighbour frequency: 8
word: friday frequency: 1
word: waking frequency: 1
word: 41 frequency: 1
word: apparent frequency: 3
word: displeased frequency: 4
word: returning frequency: 12
word: scruples frequency: 4
word: at frequency: 800
word: offenses frequency: 3
word: promotion frequency: 1
word: survive frequency: 3
word: comparatively frequency: 3
word: think frequency: 211
word: always frequency: 119
word: each frequency: 64
word: excessive frequency: 4
word: joining frequency: 5
word: till frequency: 93
word: reverting frequency: 1
word: produced frequency: 13
word: saucy frequency: 1
word: spurned frequency: 1
word: ladies frequency: 74
word: unnecessarily frequency: 1
word: accept frequency: 18
word: societies frequency: 1
word: void frequency: 2
word: loveliest frequency: 1
word: opposed frequency: 5
word: fell frequency: 2
word: ascii frequency: 2
word: masters frequency: 2
word: communicate frequency: 3
word: bed frequency: 5
word: unsuccessfully frequency: 1
word: 24 frequency: 1
word: leaving frequency: 18
word: frightened frequency: 7
word: oddity frequency: 1
word: double frequency: 2
word: seduction frequency: 1
word: love frequency: 91
word: knows frequency: 9
word: eager frequency: 13
word: kinds frequency: 1
word: inevitable frequency: 3
word: combated frequency: 1
word: execution frequency: 4
word: interruptions frequency: 1
word: utterly frequency: 1
word: excite frequency: 3
word: tents frequency: 1
word: separation frequency: 8
word: fruits frequency: 2
word: glen frequency: 1
word: surpass frequency: 1
word: remarkable frequency: 7
word: retaining frequency: 2
word: infatuation frequency: 1
word: valid frequency: 1
word: sentinel frequency: 1
word: sometimes frequency: 35
word: heartfelt frequency: 1
word: collected frequency: 3
word: consequently frequency: 10
word: deceives frequency: 1
word: trim frequency: 1
word: liveliest frequency: 3
word: unsocial frequency: 1
word: length frequency: 32
word: acceptance frequency: 4
word: fellowtravellers frequency: 1
word: spending frequency: 5
word: drew frequency: 19
word: augmented frequency: 1
word: route frequency: 3
word: teach frequency: 5
word: imagination frequency: 4
word: coherent frequency: 1
word: circumstance frequency: 19
word: arm frequency: 2
word: whom frequency: 85
word: saved frequency: 3
word: side frequency: 53
word: indemnify frequency: 1
word: forlorn frequency: 1
word: law frequency: 6
word: ablution frequency: 1
word: sentiment frequency: 8
word: unjust frequency: 4
word: creditably frequency: 1
word: employ frequency: 2
word: scarce frequency: 1
word: chosen frequency: 8
word: weaknesses frequency: 1
word: welleducated frequency: 1
word: foot frequency: 1
word: exporting frequency: 1
word: apologising frequency: 4
word: contrived frequency: 3
word: possibly frequency: 8
word: irritation frequency: 3
word: ballroom frequency: 2
word: on frequency: 726
word: seennight frequency: 1
word: absurdity frequency: 1
word: repentance frequency: 1
word: unmarked frequency: 1
word: pretty frequency: 24
word: outside frequency: 3
word: meanness frequency: 1
word: deserving frequency: 2
word: bride frequency: 3
word: it frequency: 1547
word: advertised frequency: 1
word: regiment frequency: 22
word: light frequency: 18
word: expose frequency: 7
word: behind frequency: 14
word: scrupled frequency: 2
word: village frequency: 6
word: enforced frequency: 1
word: suggested frequency: 5
word: undutiful frequency: 1
word: involuntarily frequency: 2
word: result frequency: 5
word: undertaken frequency: 1
word: lowness frequency: 1
word: shocking frequency: 6
word: terrific frequency: 1
word: treated frequency: 7
word: distrust frequency: 2
word: cordially frequency: 3
word: horror frequency: 5
word: gaining frequency: 3
word: poor frequency: 38
word: moments frequency: 11
word: selected frequency: 3
word: shrewish frequency: 1
word: luck frequency: 4
word: blessing frequency: 4
word: refusal frequency: 7
word: assertion frequency: 3
word: within frequency: 38
word: yourself frequency: 50
word: amuse frequency: 5
word: banish frequency: 3
word: chamberlayne frequency: 1
word: stability frequency: 1
word: unsolicited frequency: 1
word: eligible frequency: 7
word: post frequency: 5
word: recommended frequency: 9
word: licensed frequency: 1
word: should frequency: 250
word: exact frequency: 3
word: fat frequency: 1
word: self frequency: 1
word: shaken frequency: 3
word: proclaim frequency: 1
word: saloon frequency: 2
word: detach frequency: 1
word: misconduct frequency: 2
word: esq frequency: 1
word: burning frequency: 1
word: monthly frequency: 1
word: repressed frequency: 2
word: assumed frequency: 1
word: waiter frequency: 3
word: sympathise frequency: 1
word: magistrate frequency: 1
word: compensation frequency: 1
word: previous frequency: 4
word: laid frequency: 8
word: pecuniary frequency: 2
word: insipidity frequency: 1
word: proxy frequency: 1
word: 32 frequency: 1
word: subscribe frequency: 1
word: mary frequency: 39
word: violence frequency: 3
word: hang frequency: 1
word: compromised frequency: 1
word: neatness frequency: 2
word: crossed frequency: 5
word: duration frequency: 2
word: outrun frequency: 1
word: settlement frequency: 2
word: awake frequency: 2
word: animation frequency: 4
word: exceeding frequency: 1
word: refuge frequency: 1
word: fairly frequency: 2
word: justly frequency: 3
word: stupider frequency: 1
word: eating frequency: 2
word: discontinuance frequency: 1
word: termed frequency: 1
word: acted frequency: 6
word: immediate frequency: 14
word: thanks frequency: 14
word: disposing frequency: 1
word: wondered frequency: 8
word: pain frequency: 28
word: seeing frequency: 60
word: guardianship frequency: 3
word: footstool frequency: 1
word: unassuming frequency: 3
word: discontinue frequency: 1
word: determined frequency: 32
word: observer frequency: 2
word: ingenious frequency: 2
word: online frequency: 3
word: halfdeserved frequency: 1
word: disappointment frequency: 17
word: what frequency: 479
word: senses frequency: 4
word: secrecy frequency: 10
word: confidently frequency: 1
word: screens frequency: 1
word: organized frequency: 1
word: dead frequency: 5
word: mess frequency: 1
word: conceited frequency: 6
word: contrivance frequency: 4
word: exciting frequency: 2
word: tour frequency: 6
word: curious frequency: 5
word: account frequency: 38
word: compilation frequency: 1
word: brotherly frequency: 2
word: sagacity frequency: 1
word: startled frequency: 2
word: inconsiderable frequency: 1
word: swallowed frequency: 1
word: perusal frequency: 4
word: repined frequency: 1
word: london frequency: 55
word: permitted frequency: 3
word: safety frequency: 1
word: 1f frequency: 1
word: chestnuts frequency: 1
word: corroboration frequency: 1
word: consulting frequency: 2
word: gain frequency: 2
word: weakened frequency: 1
word: befriended frequency: 1
word: slept frequency: 1
word: cherished frequency: 4
word: entity frequency: 3
word: exceeded frequency: 2
word: good frequency: 184
word: slowly frequency: 4
word: absolutely frequency: 18
word: domain frequency: 8
word: northward frequency: 1
word: bequest frequency: 1
word: selfcomplacency frequency: 1
word: remembered frequency: 9
word: closely frequency: 1
word: tithes frequency: 1
word: enlarging frequency: 1
word: expressing frequency: 8
word: civilly frequency: 3
word: fearing frequency: 3
word: comprehend frequency: 19
word: press frequency: 4
word: explanations frequency: 2
word: stately frequency: 3
word: irritable frequency: 2
word: prejudiced frequency: 1
word: speculation frequency: 1
word: delivering frequency: 1
word: shifting frequency: 1
word: unprepared frequency: 1
word: qualification frequency: 1
word: tired frequency: 4
word: dullest frequency: 1
word: superseded frequency: 1
word: 5000 frequency: 1
word: hereafter frequency: 3
word: intelligent frequency: 4
word: racked frequency: 1
word: escaped frequency: 5
word: ceremonies frequency: 1
word: irregularity frequency: 1
word: forgiving frequency: 1
word: avowed frequency: 3
word: answering frequency: 3
word: arriving frequency: 1
word: influencing frequency: 1
word: seconded frequency: 1
word: wherever frequency: 8
word: reel frequency: 2
word: party frequency: 58
word: starve frequency: 1
word: go frequency: 104
word: professor frequency: 1
word: matlock frequency: 2
word: meditate frequency: 2
word: exclaimed frequency: 8
word: commerce frequency: 1
word: anticipated frequency: 4
word: acquainted frequency: 24
word: occurs frequency: 1
word: intruding frequency: 2
word: recollection frequency: 12
word: estimable frequency: 2
word: forcing frequency: 1
word: discreditable frequency: 1
word: determine frequency: 14
word: fireplace frequency: 1
word: predict frequency: 1
word: requited frequency: 1
word: safest frequency: 1
word: spot frequency: 7
word: concept frequency: 2
word: through frequency: 44
word: domestics frequency: 1
word: conscientious frequency: 1
word: daring frequency: 2
word: guardians frequency: 1
word: archive frequency: 13
word: extraordinary frequency: 16
word: satisfying frequency: 1
word: wind frequency: 1
word: intently frequency: 2
word: ease frequency: 17
word: due frequency: 11
word: duets frequency: 1
word: vanity frequency: 18
word: 43 frequency: 1
word: final frequency: 1
word: express frequency: 25
word: argument frequency: 5
word: expects frequency: 1
word: come frequency: 94
word: royalties frequency: 2
word: regard frequency: 49
word: gladly frequency: 1
word: displeasure frequency: 6
word: mortifying frequency: 6
word: rejoicing frequency: 4
word: every frequency: 198
word: wonder frequency: 34
word: meat frequency: 4
word: explicit frequency: 2
word: suspense frequency: 6
word: criticise frequency: 1
word: oppressed frequency: 2
word: branch frequency: 1
word: practises frequency: 2
word: charge frequency: 14
word: parsonage frequency: 17
word: principles frequency: 1
word: allusion frequency: 4
word: creditable frequency: 2
word: degenerate frequency: 1
word: shoeroses frequency: 1
word: apace frequency: 1
word: strength frequency: 6
word: demanding frequency: 1
word: chance frequency: 18
word: lesson frequency: 2
word: around frequency: 2
word: black frequency: 1
word: ordered frequency: 8
word: grossest frequency: 1
word: encourage frequency: 6
word: submitted frequency: 1
word: voluntary frequency: 3
word: contrariety frequency: 1
word: ere frequency: 2
word: w frequency: 2
word: down frequency: 73
word: heaven frequency: 12
word: positions frequency: 1
word: exceptional frequency: 1
word: lizzy frequency: 97
word: parental frequency: 1
word: impulses frequency: 1
word: hope frequency: 122
word: imitations frequency: 1
word: provoked frequency: 3
word: unnecessary frequency: 4
word: predominance frequency: 1
word: mother frequency: 135
word: persisted frequency: 2
word: pedantic frequency: 1
word: guests frequency: 1
word: neglect frequency: 11
word: singular frequency: 2
word: husbands frequency: 4
word: attach frequency: 3
word: too frequency: 142
word: agent frequency: 1
word: common frequency: 19
word: seem frequency: 16
word: term frequency: 1
word: insist frequency: 8
word: relates frequency: 3
word: converting frequency: 1
word: without frequency: 178
word: recognized frequency: 1
word: menservants frequency: 1
word: imitate frequency: 1
word: window frequency: 16
word: numerous frequency: 3
word: playful frequency: 2
word: favourite frequency: 22
word: compass frequency: 1
word: halfanhour frequency: 7
word: aside frequency: 4
word: matter frequency: 29
word: losses frequency: 1
word: pleasantry frequency: 2
word: serviceable frequency: 1
word: bidding frequency: 3
word: admitting frequency: 1
word: commonly frequency: 1
word: f frequency: 5
word: conditional frequency: 1
word: inattention frequency: 2
word: accounted frequency: 2
word: remainder frequency: 1
word: decorum frequency: 4
word: boundary frequency: 2
word: before frequency: 229
word: authorising frequency: 1
word: ride frequency: 3
word: frost frequency: 1
word: shape frequency: 2
word: contrary frequency: 10
word: regulation frequency: 1
word: accomplished frequency: 12
word: hermitage frequency: 1
word: illness frequency: 2
word: imaginable frequency: 2
word: nowhere frequency: 1
word: skill frequency: 3
word: aid frequency: 1
word: strictures frequency: 1
word: impulse frequency: 3
word: gaily frequency: 2
word: wickham frequency: 194
word: 1b frequency: 1
word: sarcastic frequency: 1
word: losing frequency: 1
word: hide frequency: 2
word: rapturous frequency: 2
word: overthrown frequency: 3
word: asserting frequency: 1
word: remonstrance frequency: 1
word: detestable frequency: 1
word: unfortunately frequency: 3
word: junior frequency: 1
word: notion frequency: 7
word: downstairs frequency: 6
word: storm frequency: 2
word: falsehood frequency: 7
word: regretting frequency: 2
word: woe frequency: 1
word: leisure frequency: 13
word: disinterestedness frequency: 1
word: solicit frequency: 3
word: being frequency: 175
word: unattended frequency: 1
word: impudent frequency: 1
word: death frequency: 8
word: dutifully frequency: 2
word: either frequency: 60
word: his frequency: 1270
word: financial frequency: 1
word: insolent frequency: 5
word: obstinate frequency: 4
word: next frequency: 71
word: eminent frequency: 1
word: belong frequency: 3
word: hardheartedness frequency: 1
word: certain frequency: 57
word: drooping frequency: 1
word: states frequency: 14
word: rely frequency: 1
word: delicacy frequency: 11
word: anecdotes frequency: 1
word: indulging frequency: 1
word: dreadfully frequency: 2
word: stiffness frequency: 2
word: venting frequency: 1
word: knighthood frequency: 2
word: devoted frequency: 3
word: witness frequency: 3
word: desponding frequency: 1
word: necessary frequency: 31
word: unfavourable frequency: 2
word: delicate frequency: 6
word: gallant frequency: 1
word: strangeness frequency: 1
word: selfconsequence frequency: 2
word: sorry frequency: 34
word: mingling frequency: 1
